Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
29-DEC-2023|BINO|EQUITY|2175019711|130|0|6675300|0|0|425075211|0|0|0|3017800|434768311|0|0|0|136900|114500|0|0|0|0|251400
29-DEC-2023|BIPI|EQUITY|63710196917|105|1815971208|24783602782|230000|567053912|11690770174|776704600|6913043389|4659000|750000006|47302035071|39167400|2371892640|75593700|8891188666|88927000|688566000|104368775|0|4148457665|16408161846
29-DEC-2023|BIPP|EQUITY|5028669376|50|138171000|366940100|21000300|1604280|901978056|9410000|10583220|0|0|1449686956|0|3425676395|0|558300|129221300|0|526500|0|0|3555982495
29-DEC-2023|BIRD|EQUITY|2502100000|1790|30175800|470771679|11015200|0|770937298|26760600|975077|1825100|300018|1312760772|13177500|67443652|12580246|15119391|385700|53381176|8102546|208200|28920817|199319228
29-DEC-2023|BISI|EQUITY|3000000000|1600|0|49926400|0|0|90972938|28440400|453140|0|0|169792878|61000|16417856|908200|786715393|34276841|16228957|64296532|809297|286180546|1205894622
29-DEC-2023|BJBR|EQUITY|10521443686|1150|962902800|28265670|9790235|6691300|954652346|94477879|33728211|2027500|250049|2092785990|2861503|26446578|98898909|28484169|202900|175040393|75669575|469220|71991118|480064365
29-DEC-2023|BJTM|EQUITY|15015498082|625|426492100|69865487|7993200|23000|1685436707|18864411|39098409|1360500|0|2249133814|8589600|39841474|82253554|24796466|1020600|394927305|44073241|33247731|203466315|832216286
29-DEC-2023|BKDP|EQUITY|7513992252|51|0|2604842600|0|0|1615940085|47000000|90100|0|0|4267872785|0|0|0|1937200|44182167|0|100|0|0|46119467
29-DEC-2023|BKSL|EQUITY|167708902705|50|354400|3696652466|20211900|30|14749414844|401902200|167738604|2000800|158900|19038434144|0|552461244|0|778238991|63262900|684768074|86937522|0|1797267880|3962936611
29-DEC-2023|BKSW|EQUITY|35158048365|81|0|98968223|0|0|1097105623|289396400|22500|0|100|1485492846|0|0|0|33671818243|131694|0|41300|0|307554|33672298791
29-DEC-2023|BLTA|EQUITY|25181143017|50|29836312|4517841531|123506243|470678|4540937899|702999932|338716031|9884416|9635400|10273828442|0|825831951|701593424|2200401835|19954866|52321909|1551076225|0|325338632|5676518842
29-DEC-2023|BLTZ|EQUITY|873937142|2110|0|53400|0|0|1999850|0|0|0|0|2053250|0|0|0|76215200|21800|0|0|0|795283292|871520292
29-DEC-2023|BLUE|EQUITY|418000000|348|0|129043900|0|0|20458200|0|17799500|0|0|167301600|0|0|0|100|227500|0|0|0|470800|698400
29-DEC-2023|BMAS|EQUITY|18102662304|580|0|2956922995|0|0|20772654|0|40|0|0|2977695689|0|14680989577|0|443929138|35900|0|12000|0|0|15124966615
29-DEC-2023|BMBL|EQUITY|1030078165|25|0|72402800|0|0|257231165|0|46300|0|0|329680265|0|0|0|100|397800|0|0|0|0|397900
29-DEC-2023|BMHS|EQUITY|8603416176|326|430782400|4988949500|53102500|0|1714138100|126919900|650000|3058200|0|7317600600|0|1165720776|0|8085400|2702500|26100|19280800|0|0|1195815576
29-DEC-2023|BMRI|EQUITY|93333333332|6050|2249816344|61811989|453078180|60076356|1303295159|1759904423|30436747|84783308|7470156246|13473358752|823699703|1372484385|4044243375|3007318415|6855152|13777100795|1359094349|84020921|6851824151|31326641246
29-DEC-2023|BMSR|EQUITY|1159200024|336|74243200|89069000|37150000|0|93933192|1404000|15839300|0|0|311638692|0|51354300|0|162200|50077500|0|0|0|745842332|847436332
29-DEC-2023|BMTR|EQUITY|16583997586|268|59485100|7361348740|3630000|0|6916559667|29594585|734479017|5399301|2661300|15113157710|29|507111165|52314165|302614433|9798970|148165133|179606412|0|266540749|1466151056
